Date,Open,High,Low,Close,Adj Close,Volume
2022-11-22,3084.232910,3118.120117,3076.321045,3088.943115,3088.943115,327600
2022-11-23,3084.739990,3108.243896,3075.323975,3096.906982,3096.906982,326200
2022-11-24,3104.095947,3113.239014,3084.854980,3089.310059,3089.310059,267500
2022-11-25,3085.459961,3111.419922,3077.969971,3101.689941,3101.689941,311400
2022-11-28,3055.290039,3080.179932,3034.699951,3078.550049,3078.550049,305800
2022-11-29,3096.110107,3152.000000,3096.110107,3149.750000,3149.750000,391400
2022-11-30,3141.399902,3158.570068,3137.370117,3151.340088,3151.340088,372700
2022-12-01,3187.989990,3198.409912,3164.530029,3165.469971,3165.469971,387000
2022-12-02,3160.580078,3170.899902,3149.840088,3156.139893,3156.139893,307800
2022-12-05,3181.919922,3213.439941,3177.060059,3211.810059,3211.810059,447400
2022-12-06,3200.280029,3224.820068,3195.080078,3212.530029,3212.530029,373600
2022-12-07,3204.939941,3226.080078,3188.669922,3199.620117,3199.620117,354100
2022-12-08,3196.020020,3206.719971,3187.260010,3197.350098,3197.350098,321000
2022-12-09,3197.120117,3212.110107,3182.909912,3206.949951,3206.949951,373300
2022-12-12,3195.870117,3196.719971,3176.580078,3179.040039,3179.040039,333400
2022-12-13,3179.439941,3187.199951,3171.479980,3176.330078,3176.330078,285800
2022-12-14,3178.550049,3189.840088,3168.590088,3176.530029,3176.530029,265600
2022-12-15,3177.199951,3179.100098,3158.449951,3168.649902,3168.649902,243000
2022-12-16,3156.135010,3175.353027,3151.608887,3167.857910,3167.857910,259800
2022-12-19,3165.310059,3170.260010,3096.100098,3107.120117,3107.120117,278500
2022-12-20,3098.949951,3100.750000,3061.510010,3073.770020,3073.770020,218800
2022-12-21,3078.330078,3085.800049,3060.550049,3068.409912,3068.409912,189100
2022-12-22,3085.800049,3096.239990,3044.600098,3054.429932,3054.429932,223600
2022-12-23,3038.842041,3061.866943,3031.535889,3045.865967,3045.865967,192000
2022-12-26,3048.196045,3071.835938,3047.349121,3065.562988,3065.562988,206500
2022-12-27,3077.750000,3098.080078,3074.310059,3095.570068,3095.570068,222200
2022-12-28,3088.620117,3098.649902,3079.429932,3087.399902,3087.399902,224600
2022-12-29,3076.729980,3086.000000,3064.459961,3073.699951,3073.699951,215600
2022-12-30,3084.520020,3096.310059,3082.199951,3089.260010,3089.260010,217500
2023-01-03,3087.510010,3119.860107,3073.050049,3116.510010,3116.510010,281400
2023-01-04,3117.570068,3129.090088,3109.449951,3123.520020,3123.520020,273300
2023-01-05,3132.760010,3159.429932,3130.229980,3155.219971,3155.219971,257000
2023-01-06,3155.070068,3170.739990,3151.840088,3157.639893,3157.639893,257400
2023-01-09,3169.370117,3183.580078,3165.429932,3176.080078,3176.080078,258100
2023-01-10,3178.020020,3178.159912,3165.139893,3169.510010,3169.510010,233000
2023-01-11,3172.379883,3184.760010,3160.889893,3161.840088,3161.840088,237700
2023-01-12,3167.270020,3171.590088,3153.399902,3163.449951,3163.449951,216700
2023-01-13,3170.350098,3195.310059,3167.510010,3195.310059,3195.310059,220200
2023-01-16,3198.519043,3251.374023,3197.319092,3227.592041,3227.592041,306700
2023-01-17,3229.439941,3231.260010,3211.760010,3224.239990,3224.239990,226600
2023-01-18,3227.590088,3234.820068,3220.370117,3224.409912,3224.409912,212100
2023-01-19,3221.520020,3240.280029,3210.379883,3240.280029,3240.280029,226500
2023-01-20,3247.199951,3267.060059,3247.199951,3264.810059,3264.810059,273200
2023-01-30,3308.870117,3310.489990,3266.760010,3269.320068,3269.320068,353300
2023-01-31,3266.139893,3277.250000,3252.010010,3255.669922,3255.669922,300200
2023-02-01,3262.199951,3284.919922,3245.409912,3284.919922,3284.919922,339500
2023-02-02,3291.780029,3295.760010,3272.409912,3285.669922,3285.669922,333400
2023-02-03,3275.659912,3275.659912,3235.350098,3263.409912,3263.409912,293300
2023-02-06,3244.699951,3250.350098,3226.209961,3238.699951,3238.699951,267100
2023-02-07,3245.229980,3250.030029,3233.830078,3248.090088,3248.090088,250900
2023-02-08,3251.500000,3257.110107,3230.439941,3232.110107,3232.110107,234500
2023-02-09,3227.729980,3270.379883,3225.770020,3270.379883,3270.379883,254800
2023-02-10,3266.439941,3269.989990,3247.229980,3260.669922,3260.669922,260600
2023-02-13,3256.989990,3285.090088,3252.629883,3284.159912,3284.159912,297200
2023-02-14,3288.969971,3293.729980,3279.189941,3293.280029,3293.280029,271000
2023-02-15,3294.020020,3296.199951,3274.550049,3280.489990,3280.489990,269900
2023-02-16,3281.739990,3308.830078,3231.340088,3249.030029,3249.030029,380900
2023-02-17,3244.729980,3262.469971,3223.260010,3224.020020,3224.020020,278500
2023-02-20,3230.469971,3291.040039,3225.840088,3290.340088,3290.340088,325000
2023-02-21,3291.629883,3308.790039,3282.439941,3306.520020,3306.520020,324400
2023-02-22,3292.050049,3307.030029,3286.719971,3291.149902,3291.149902,255400
2023-02-23,3293.520020,3307.439941,3275.360107,3287.479980,3287.479980,262300
2023-02-24,3287.260010,3288.389893,3253.969971,3267.159912,3267.159912,234200
2023-02-27,3257.000000,3276.580078,3251.719971,3258.030029,3258.030029,242900
2023-02-28,3265.739990,3280.419922,3246.139893,3279.610107,3279.610107,251600
2023-03-01,3279.139893,3315.159912,3272.040039,3312.350098,3312.350098,318400
2023-03-02,3308.010010,3320.739990,3306.459961,3310.649902,3310.649902,328500
2023-03-03,3314.770020,3330.600098,3302.620117,3328.389893,3328.389893,344000
2023-03-06,3332.020020,3333.060059,3308.729980,3322.030029,3322.030029,340500
2023-03-07,3320.209961,3342.860107,3284.409912,3285.100098,3285.100098,390000
2023-03-08,3271.879883,3283.250000,3263.689941,3283.250000,3283.250000,260400
2023-03-09,3285.939941,3289.060059,3260.000000,3276.090088,3276.090088,264000
2023-03-10,3255.510010,3262.149902,3229.500000,3230.080078,3230.080078,281100
2023-03-13,3228.120117,3268.699951,3228.120117,3268.699951,3268.699951,294900
2023-03-14,3261.919922,3262.000000,3216.989990,3245.310059,3245.310059,319900
2023-03-15,3261.030029,3273.120117,3256.860107,3263.310059,3263.310059,305200
2023-03-16,3244.469971,3257.433105,3237.837646,3248.176025,3248.176025,1053255416
